"","target","key_age","key_recency","key_frequency","key_monetary","key_rfm","key_is_left_handed","key_role","eg_factor_4","eg_factor_4_na","eg_factor_12","eg_factor_12_na","eg_factor_50","eg_factor_50_na","eg_binary","eg_binary_na","eg_logical","eg_logical_na","eg_continuous","eg_continuous_na","eg_cluster","eg_cluster_na","eg_integer_7","eg_integer_7_na","eg_integer_50","eg_integer_50_na","eg_character","eg_character_na","eg_long_character","eg_long_character_na","eg_date","eg_date_na"
"905","negative",28.1,178,1,163,0.182126696832579,1,"grimpeur","raccoon","raccoon","cadetblue3","cadetblue3","Illinois",NA,1,1,FALSE,FALSE,108.195393663156,108.195393663156,30.7665974099655,30.7665974099655,61,NA,30,30,"Biological Kissingbug","Biological Kissingbug","In tellus felis non","In tellus felis non",2022-02-14,2022-02-14
"906","positive",50.1,46,3,436,0.416289592760181,0,"grimpeur","dragon","dragon","cadetblue4","cadetblue4","Alaska","Alaska",1,1,FALSE,FALSE,111.82790313982,111.82790313982,40.7164916212205,40.7164916212205,59,59,1,1,"Rhizophilic Allensbigearedbat","Rhizophilic Allensbigearedbat","Class, sed et dictum","Class, sed et dictum",2021-07-29,2021-07-29
"907","negative",33.4,249,1,173,0.309389140271493,1,"grimpeur","raccoon","raccoon","burlywood1","burlywood1","Delaware","Delaware",1,1,FALSE,FALSE,142.358997204564,142.358997204564,20.191269019153,20.191269019153,73,73,22,22,"Sphinxian Americanbulldog","Sphinxian Americanbulldog","Sit quam vestibulum eu","Sit quam vestibulum eu",2022-02-14,2022-02-14
"908","positive",56.3,21,4,610,0.532805429864253,0,"domestique","raccoon",NA,"cadetblue3","cadetblue3","Tennessee","Tennessee",0,0,FALSE,FALSE,78.9868907224816,78.9868907224816,20.5441740767565,20.5441740767565,61,61,7,7,"Valuable Polliwog","Valuable Polliwog","Convallis, massa in sed",NA,2021-07-29,2021-07-29
"909","negative",39.9,120,2,277,0.305995475113122,0,"domestique","raccoon","raccoon","burlywood2","burlywood2","Oregon","Oregon",0,0,FALSE,FALSE,88.7721556342414,88.7721556342414,10.2920742148999,10.2920742148999,67,67,11,11,"Unjust Hogget","Unjust Hogget","Ac, dis et enim","Ac, dis et enim",2022-02-14,2022-02-14
"910","negative",45.5,4,5,769,0.558823529411765,0,"grimpeur","raccoon","raccoon","cadetblue1","cadetblue1","Iowa","Iowa",0,0,TRUE,TRUE,115.388765434219,NA,20.0030678501353,20.0030678501353,59,59,44,44,"Xenophobic Brontosaurus","Xenophobic Brontosaurus","Fringilla, curabitur ornare ut","Fringilla, curabitur ornare ut",2021-11-06,2021-11-06
"911","negative",28.2,139,1,120,0.0712669683257919,0,"grimpeur","dragon","dragon","cadetblue4","cadetblue4","Louisiana","Louisiana",1,1,FALSE,FALSE,103.883243245985,103.883243245985,70.9263011193834,NA,71,71,27,27,"Orange Rainbowlorikeet","Orange Rainbowlorikeet","Suscipit odio varius et",NA,2021-11-06,2021-11-06
"912","negative",21.8,NA,NA,NA,NA,0,"grimpeur","fish","fish","burlywood2","burlywood2","California","California",0,0,TRUE,TRUE,95.8209910587761,95.8209910587761,10.1950048536528,10.1950048536528,61,61,19,19,"Epicentral Pekingese","Epicentral Pekingese","Per bibendum sed proin","Per bibendum sed proin",2021-11-06,2021-11-06
"913","negative",42.6,132,2,297,0.369343891402715,0,"domestique","fish","fish","chartreuse1","chartreuse1","Tennessee","Tennessee",0,0,TRUE,TRUE,86.2649317822302,86.2649317822302,20.5612363079563,20.5612363079563,61,61,15,15,"Nontrigonometrical Lobo","Nontrigonometrical Lobo","Vivamus adipiscing malesuada imperdiet","Vivamus adipiscing malesuada imperdiet",2022-02-14,NA
"914","negative",40.3,2,52,31623,0.865950226244344,0,"rouleur","raccoon","raccoon","burlywood","burlywood","Wisconsin","Wisconsin",1,1,FALSE,FALSE,79.5764817451703,79.5764817451703,40.8356486312114,40.8356486312114,59,59,14,14,"Prissy Earthworm","Prissy Earthworm","Purus nec libero donec","Purus nec libero donec",2021-07-29,2021-07-29
"915","negative",18.5,26,1,148,0.0118778280542986,0,"domestique","dragon",NA,"burlywood2","burlywood2","Illinois","Illinois",0,NA,FALSE,FALSE,99.833772652079,99.833772652079,70.5264580934308,NA,61,61,36,36,"Botchy Anglerfish","Botchy Anglerfish","Nec ut aliquet amet","Nec ut aliquet amet",2021-11-06,2021-11-06
"916","negative",31.9,140,3,450,0.652714932126697,0,"rouleur","raccoon","raccoon","cadetblue1",NA,"Pennsylvania","Pennsylvania",1,1,FALSE,FALSE,116.297914859482,116.297914859482,60.3520625832025,60.3520625832025,67,67,34,34,"Transcendentalistic Hornshark","Transcendentalistic Hornshark","Aptent erat nisl phasellus","Aptent erat nisl phasellus",2021-04-20,2021-04-20
"917","negative",32.1,101,4,3057,0.937782805429864,0,"grimpeur","raccoon","raccoon","burlywood","burlywood","Georgia","Georgia",0,0,FALSE,FALSE,67.5223338475047,NA,40.3276669369079,NA,61,61,22,22,"Mutant Pharaohhound","Mutant Pharaohhound","Tempus arcu, vel malesuada,","Tempus arcu, vel malesuada,",2021-07-29,2021-07-29
"918","negative",38.8,361,1,123,0.240384615384615,1,"domestique","dog","dog","burlywood3","burlywood3","Montana","Montana",0,0,TRUE,TRUE,105.730668327605,105.730668327605,30.6822286122479,30.6822286122479,61,61,8,8,"Nontrigonometrical Mantis","Nontrigonometrical Mantis","Et vivamus, ac, est,","Et vivamus, ac, est,",2022-02-14,2022-02-14
"919","positive",51.1,9,5,1974,0.688348416289593,0,"gc","dragon","dragon","cadetblue3",NA,"Maine","Maine",0,0,FALSE,FALSE,171.16731194914,171.16731194914,10.0752538822126,10.0752538822126,53,53,11,11,"Breaded Ivorygull","Breaded Ivorygull","Turpis ut mi, purus","Turpis ut mi, purus",2021-11-06,2021-11-06
"920","negative",27.8,27,2,308,0.118212669683258,0,"puncheur","raccoon","raccoon","cadetblue2",NA,"Alaska","Alaska",1,1,TRUE,TRUE,121.882876545918,121.882876545918,20.245467195753,20.245467195753,61,61,30,30,"Curvy Anemone",NA,"Odio vel sit eu","Odio vel sit eu",2022-02-14,2022-02-14
"921","negative",25.2,133,5,758,0.93552036199095,0,"grimpeur","dragon","dragon","cadetblue","cadetblue","Maryland","Maryland",1,1,TRUE,TRUE,128.296552630241,128.296552630241,10.2037009573542,10.2037009573542,73,73,48,48,"Soapsudsy Seahog","Soapsudsy Seahog","Quis nostra sit platea","Quis nostra sit platea",2022-02-14,2022-02-14
"922","negative",46.1,57,10,16424,0.97737556561086,1,"domestique","dog","dog","chartreuse1","chartreuse1","South Carolina","South Carolina",1,1,TRUE,TRUE,150.83035283391,150.83035283391,10.1070382457692,10.1070382457692,67,67,43,43,"Kinesthetic Koalabear","Kinesthetic Koalabear","Ac urna et eros","Ac urna et eros",2022-02-14,NA
"923","negative",15,84,3,3387,0.792420814479638,0,"domestique","dragon","dragon","cadetblue","cadetblue","North Dakota","North Dakota",0,0,TRUE,TRUE,57.5464165343727,57.5464165343727,30.6575893908739,30.6575893908739,53,53,28,28,"Abstract Nyala","Abstract Nyala","Consequat tincidunt et, varius","Consequat tincidunt et, varius",2021-11-06,2021-11-06
"924","negative",32.8,59,1,143,0.0305429864253394,0,"rouleur","dragon","dragon","chartreuse1","chartreuse1","Georgia","Georgia",0,0,FALSE,FALSE,148.91721836911,148.91721836911,30.5268957987428,NA,73,73,49,49,"Stripy Fiddlercrab","Stripy Fiddlercrab","Vivamus blandit ornare in","Vivamus blandit ornare in",2022-02-14,2022-02-14
"925","negative",35.4,10,1,1546,0.128393665158371,0,"grimpeur","fish","fish","chartreuse","chartreuse","Texas","Texas",1,1,TRUE,TRUE,131.810275499052,131.810275499052,70.3376799803227,70.3376799803227,73,73,21,21,"Nonspirited Harpyeagle","Nonspirited Harpyeagle","In at luctus. Neque,","In at luctus. Neque,",2022-02-14,2022-02-14
"926","negative",19.3,NA,NA,NA,NA,1,"puncheur","fish",NA,"cadetblue4","cadetblue4","Massachusetts","Massachusetts",1,1,TRUE,TRUE,123.355749390379,123.355749390379,20.3842907610815,20.3842907610815,67,67,44,44,"Doddered Bee",NA,"Donec egestas, vitae elementum","Donec egestas, vitae elementum",2021-04-20,2021-04-20
"927","negative",29.8,38,4,623,0.606900452488688,0,"grimpeur","dragon","dragon","cadetblue2","cadetblue2","Maryland","Maryland",0,0,FALSE,FALSE,101.752596435563,NA,30.152965697227,30.152965697227,47,NA,33,33,"Aboriginal Armyworm","Aboriginal Armyworm","Et lacus commodo ut","Et lacus commodo ut",2022-02-14,2022-02-14
"928","negative",41.9,133,4,2281,0.963235294117647,1,"sprinteurs","fish","fish","burlywood3","burlywood3","Arkansas","Arkansas",1,1,FALSE,FALSE,108.290201479913,108.290201479913,20.6045813933015,20.6045813933015,61,61,27,27,"Paramilitant Nightheron","Paramilitant Nightheron","Fringilla iaculis dictumst laoreet",NA,2022-02-14,2022-02-14
"929","negative",35.3,NA,NA,NA,NA,0,"domestique","raccoon",NA,"burlywood4","burlywood4","Wyoming","Wyoming",0,0,TRUE,TRUE,159.628823544179,159.628823544179,50.0671887493227,NA,71,71,14,NA,"Bicolor Adder",NA,"Nostra ac et aptent",NA,2022-02-14,NA
"930","negative",45.5,85,1,176,0.081447963800905,0,"gc","raccoon","raccoon","burlywood1","burlywood1","Alabama","Alabama",0,0,FALSE,FALSE,166.443661825216,166.443661825216,30.4572657209355,30.4572657209355,67,67,17,17,"Glutinous Ratfish","Glutinous Ratfish","Quisque pellentesque, volutpat justo","Quisque pellentesque, volutpat justo",2021-11-06,2021-11-06
"931","negative",28.5,126,2,285,0.337669683257919,0,"domestique","dragon","dragon","chartreuse","chartreuse","Alaska","Alaska",1,1,FALSE,FALSE,123.582755512543,123.582755512543,30.7365244438406,30.7365244438406,47,47,2,NA,"Encouraging Teal",NA,"Neque etiam orci. Eu","Neque etiam orci. Eu",2021-11-06,2021-11-06
"932","negative",49.5,72,4,2014,0.851244343891403,0,"domestique","fish","fish","cadetblue2","cadetblue2","Alaska","Alaska",0,0,FALSE,FALSE,168.129838762289,168.129838762289,20.5495315666776,20.5495315666776,71,71,3,3,"Insulting Alpaca","Insulting Alpaca","Quis facilisis erat nullam.","Quis facilisis erat nullam.",2022-02-14,2022-02-14
"933","negative",15.2,75,1,148,0.039027149321267,0,"grimpeur","fish","fish","cadetblue","cadetblue","New Jersey","New Jersey",0,0,TRUE,TRUE,91.852824481688,91.852824481688,20.8069029543549,20.8069029543549,53,53,5,5,"Lignite Americanlobster","Lignite Americanlobster","In in lobortis senectus","In in lobortis senectus",2021-11-06,NA
"934","negative",26.3,239,1,171,0.288461538461538,0,"domestique","dragon","dragon","burlywood3","burlywood3","Pennsylvania","Pennsylvania",0,0,TRUE,TRUE,140.639538933439,140.639538933439,70.236054440029,70.236054440029,71,71,26,26,"Deformative Galago","Deformative Galago","Platea leo dapibus nibh","Platea leo dapibus nibh",2021-11-06,2021-11-06
"935","negative",31.6,83,5,771,0.846719457013575,0,"grimpeur","fish","fish","cadetblue1","cadetblue1","Massachusetts","Massachusetts",0,0,TRUE,TRUE,131.029067774926,131.029067774926,20.010950390948,20.010950390948,59,59,31,31,"Flat Asianconstablebutterfly","Flat Asianconstablebutterfly","Congue nec pharetra in",NA,2021-11-06,2021-11-06
"936","negative",60.9,35,2,1813,0.419683257918552,0,"domestique","raccoon","raccoon","chartreuse","chartreuse","Hawaii","Hawaii",1,1,TRUE,TRUE,107.178994190363,107.178994190363,50.3853201696184,50.3853201696184,53,53,14,14,"Cuddly Pullet","Cuddly Pullet","Massa aliquam sed vehicula","Massa aliquam sed vehicula",2021-11-06,2021-11-06
"937","negative",35.4,2,5,3348,0.696266968325792,1,"sprinteurs","raccoon","raccoon","cadetblue2","cadetblue2","Pennsylvania","Pennsylvania",1,NA,FALSE,FALSE,96.8802449864282,96.8802449864282,70.685104619246,70.685104619246,47,47,7,NA,"Inborn Gordonsetter","Inborn Gordonsetter","Egestas faucibus donec eu","Egestas faucibus donec eu",2021-11-06,2021-11-06
"938","negative",21.3,210,1,160,0.220588235294118,0,"domestique","fish","fish","chartreuse1","chartreuse1","New Jersey","New Jersey",1,1,TRUE,TRUE,84.2857323632015,84.2857323632015,70.9925977983512,70.9925977983512,61,61,33,33,"Clubfooted Conch","Clubfooted Conch","Bibendum pellentesque suspendisse ex","Bibendum pellentesque suspendisse ex",2022-02-14,2022-02-14
"939","negative",47.9,NA,NA,NA,NA,0,"domestique","fish","fish","burlywood","burlywood","Georgia","Georgia",1,1,FALSE,FALSE,93.1857976749969,93.1857976749969,70.4775603709277,70.4775603709277,61,61,50,50,"Doctoral Dassierat","Doctoral Dassierat","Imperdiet fermentum egestas pretium,","Imperdiet fermentum egestas pretium,",2021-11-06,2021-11-06
"940","negative",28.8,51,3,477,0.479072398190045,0,"grimpeur","dragon","dragon","burlywood","burlywood","Virginia","Virginia",1,1,FALSE,FALSE,72.9072153782751,72.9072153782751,60.3669635928236,60.3669635928236,67,NA,44,44,"Tasteful Duiker","Tasteful Duiker","Tincidunt dictum, sed, integer","Tincidunt dictum, sed, integer",2021-11-06,2021-11-06
"941","negative",21.2,9,6,2161,0.733597285067873,0,"grimpeur","fish","fish","chartreuse","chartreuse","New York","New York",0,0,TRUE,TRUE,87.7198192274676,87.7198192274676,70.6819423588458,70.6819423588458,47,NA,12,12,"Sweet Adeliepenguin","Sweet Adeliepenguin","Sed dolor lobortis dignissim",NA,2022-02-14,NA
"942","negative",37.7,29,14,6438,0.933257918552036,0,"grimpeur","dog",NA,"cadetblue1","cadetblue1","Pennsylvania","Pennsylvania",0,0,FALSE,FALSE,94.2996510795127,94.2996510795127,50.096549263224,50.096549263224,67,67,2,2,"Anecdotal Nag","Anecdotal Nag","Tincidunt sed mauris ac","Tincidunt sed mauris ac",2022-02-14,2022-02-14
"943","negative",19.5,60,14,16199,0.983031674208145,0,"grimpeur","dragon","dragon","cadetblue4","cadetblue4","California","California",1,NA,TRUE,TRUE,69.5882280008004,69.5882280008004,30.7042491170578,30.7042491170578,67,67,1,1,"Ergasiophobic Arabianwildcat","Ergasiophobic Arabianwildcat","Massa sed, vivamus magna.","Massa sed, vivamus magna.",2021-11-06,2021-11-06
"944","negative",36.8,NA,NA,NA,NA,0,"domestique","fish","fish","cadetblue4","cadetblue4","Connecticut","Connecticut",0,0,TRUE,TRUE,89.5329878141286,89.5329878141286,60.3884946824983,60.3884946824983,67,67,33,33,"Illsuited Afghanhound","Illsuited Afghanhound","In lorem diam nunc,","In lorem diam nunc,",2021-07-29,2021-07-29
"945","negative",53.1,113,4,2064,0.934389140271493,0,"domestique","raccoon","raccoon","burlywood","burlywood","New Hampshire","New Hampshire",0,0,TRUE,TRUE,131.113605635656,NA,60.8447161163203,60.8447161163203,59,59,47,47,"Lumpy Juliabutterfly",NA,"Class lacus potenti imperdiet.","Class lacus potenti imperdiet.",2021-11-06,2021-11-06
"946","negative",23.8,58,4,2118,0.819004524886878,0,"domestique","fish","fish","burlywood","burlywood","Kansas","Kansas",0,0,TRUE,TRUE,65.5605037209069,65.5605037209069,20.0842931165826,20.0842931165826,67,67,15,15,"Awestruck Conure","Awestruck Conure","Aptent nostra nunc dictumst","Aptent nostra nunc dictumst",2021-07-29,NA
"947","negative",26.1,164,1,183,0.195701357466063,0,"rouleur","raccoon","raccoon","cadetblue4","cadetblue4","Kentucky","Kentucky",1,1,FALSE,FALSE,82.0865606979174,82.0865606979174,40.6889176627155,40.6889176627155,73,73,40,40,"Unworldly Milkweedbug","Unworldly Milkweedbug","Facilisis ultrices efficitur lacinia","Facilisis ultrices efficitur lacinia",2022-02-14,2022-02-14
"948","negative",45.4,70,3,460,0.518665158371041,0,"grimpeur","raccoon","raccoon","burlywood","burlywood","Michigan",NA,1,1,TRUE,TRUE,140.039755535727,140.039755535727,50.4237518613227,50.4237518613227,73,73,41,41,"Breaded Ivorygull","Breaded Ivorygull","Donec cubilia sed taciti",NA,2022-02-14,2022-02-14
"949","negative",41.8,2,3,1671,0.404411764705882,0,"gc","raccoon","raccoon","burlywood2","burlywood2","Georgia","Georgia",0,0,FALSE,FALSE,146.283084194707,146.283084194707,70.3365568690933,70.3365568690933,47,47,47,47,"Amnestic Icefish","Amnestic Icefish","Tristique posuere vulputate, sem","Tristique posuere vulputate, sem",2021-04-20,2021-04-20
"950","negative",34.2,327,2,287,0.534502262443439,0,"rouleur","raccoon","raccoon","burlywood4","burlywood4","Louisiana",NA,1,1,TRUE,TRUE,84.4620718094712,84.4620718094712,60.3134488568176,60.3134488568176,47,47,7,7,"Sphinxian Americanbulldog","Sphinxian Americanbulldog","Justo elementum, purus dui","Justo elementum, purus dui",2021-07-29,2021-07-29
"951","negative",23.7,245,1,127,0.166289592760181,0,"domestique","raccoon","raccoon","chartreuse","chartreuse","Louisiana",NA,0,0,TRUE,TRUE,96.6948781380333,96.6948781380333,20.3298953687772,20.3298953687772,61,61,42,42,"Isleless Snoutbutterfly","Isleless Snoutbutterfly","Non sapien, sed nisl","Non sapien, sed nisl",2021-11-06,2021-11-06
"952","negative",25.2,106,3,443,0.569004524886878,0,"domestique","fish","fish","cadetblue","cadetblue","Iowa","Iowa",1,1,TRUE,TRUE,82.5823786986129,82.5823786986129,60.8021912456024,60.8021912456024,53,NA,50,50,"Fatwitted Longspur","Fatwitted Longspur","Pulvinar porta leo, viverra","Pulvinar porta leo, viverra",2022-02-14,2022-02-14
"953","negative",33.7,58,4,604,0.669117647058823,0,"rouleur","fish","fish","burlywood2","burlywood2","Nebraska","Nebraska",1,1,FALSE,FALSE,153.559552779913,153.559552779913,50.0547130305786,NA,71,71,3,3,"Reflexional Bedlingtonterrier","Reflexional Bedlingtonterrier","Gravida, in purus, integer","Gravida, in purus, integer",2021-11-06,NA
"954","negative",37.7,126,3,463,0.644230769230769,0,"rouleur","dog","dog","cadetblue","cadetblue","California","California",1,NA,FALSE,FALSE,140.271859083026,140.271859083026,40.7669432274997,NA,67,67,4,4,"Locomotor Stud","Locomotor Stud","Risus ut vestibulum a","Risus ut vestibulum a",2021-07-29,2021-07-29
"955","negative",44.7,9,3,407,0.229072398190045,0,"domestique","raccoon","raccoon","cadetblue","cadetblue","Michigan","Michigan",1,1,FALSE,FALSE,85.5179111707101,85.5179111707101,30.2366464657243,NA,73,73,49,49,"Cardiologic Wildebeest","Cardiologic Wildebeest","Vulputate maximus interdum inceptos","Vulputate maximus interdum inceptos",2021-11-06,2021-11-06
"956","negative",30.5,39,14,5903,0.95079185520362,0,"domestique","fish","fish","cadetblue3",NA,"New York","New York",0,0,FALSE,FALSE,117.43106607599,117.43106607599,30.5950851507951,30.5950851507951,47,47,36,36,"Intelligible Jumpingbean","Intelligible Jumpingbean","At urna lectus pulvinar","At urna lectus pulvinar",2021-11-06,2021-11-06
"957","negative",31.9,266,2,308,0.545814479638009,0,"puncheur","raccoon",NA,"cadetblue3","cadetblue3","Ohio","Ohio",0,0,TRUE,TRUE,82.7502672361371,82.7502672361371,40.8476019292139,40.8476019292139,59,59,1,1,"Semiboiled Stegosaurus","Semiboiled Stegosaurus","Vel tristique, nulla non","Vel tristique, nulla non",2021-11-06,NA
"958","negative",55.6,327,1,1286,0.653846153846154,0,"domestique","fish","fish","cadetblue1","cadetblue1","Virginia","Virginia",1,1,FALSE,FALSE,156.527282778589,NA,60.9939916634466,60.9939916634466,59,59,15,15,"Fatal Milksnake","Fatal Milksnake","Sed bibendum quis diam","Sed bibendum quis diam",2021-11-06,NA
"959","negative",37.1,82,2,299,0.253393665158371,0,"sprinteurs","dragon","dragon","cadetblue3","cadetblue3","Vermont","Vermont",1,1,TRUE,TRUE,117.62391177945,117.62391177945,40.7553391305264,NA,61,61,23,23,"Unscientific Dodo","Unscientific Dodo","Praesent vitae nunc laoreet",NA,2022-02-14,2022-02-14
"960","negative",37.1,NA,NA,NA,NA,0,"grimpeur","dragon","dragon","burlywood4","burlywood4","Illinois","Illinois",1,1,TRUE,TRUE,90.1260441449305,90.1260441449305,50.9672789445613,50.9672789445613,53,53,31,31,"Relegable Americanquarterhorse","Relegable Americanquarterhorse","Porttitor cubilia nisi, lacus","Porttitor cubilia nisi, lacus",2021-11-06,2021-11-06
"961","positive",61.2,151,4,1967,0.965497737556561,1,"domestique","fish","fish","burlywood3","burlywood3","Indiana","Indiana",1,1,FALSE,FALSE,126.039036145849,126.039036145849,70.6787406969815,70.6787406969815,59,59,42,42,"Consolatory Bernesemountaindog","Consolatory Bernesemountaindog","Scelerisque amet, tortor dictumst","Scelerisque amet, tortor dictumst",2021-04-20,2021-04-20
"962","negative",31.4,28,3,429,0.35972850678733,0,"domestique","fish",NA,"burlywood","burlywood","Virginia","Virginia",0,NA,FALSE,FALSE,129.604928916928,129.604928916928,60.1688283297699,60.1688283297699,59,59,23,23,"Conversant Catbird","Conversant Catbird","Vehicula ut nam nullam",NA,2021-07-29,2021-07-29
"963","positive",28.5,22,9,16507,0.907239819004525,0,"domestique","dragon","dragon","cadetblue4","cadetblue4","Tennessee","Tennessee",0,0,TRUE,TRUE,103.727532568373,103.727532568373,20.7304813396186,20.7304813396186,61,61,24,24,"Corroborative Mouse","Corroborative Mouse","Eu, mattis vitae mauris,",NA,2021-07-29,2021-07-29
"964","negative",29.2,13,4,2051,0.638009049773756,0,"rouleur","dragon","dragon","chartreuse","chartreuse","Iowa","Iowa",1,NA,TRUE,TRUE,100.790232047849,100.790232047849,30.4520152288023,30.4520152288023,61,61,35,35,"Subdendroid Chimpanzee","Subdendroid Chimpanzee","Erat amet vel condimentum","Erat amet vel condimentum",2021-11-06,NA
"965","negative",36.6,284,1,133,0.201357466063348,0,"puncheur","fish","fish","cadetblue4","cadetblue4","Pennsylvania","Pennsylvania",1,1,FALSE,FALSE,79.8628205858176,79.8628205858176,20.168642953271,20.168642953271,59,59,41,41,"Quasiconstant Limpkin","Quasiconstant Limpkin","Pulvinar bibendum orci vitae,","Pulvinar bibendum orci vitae,",2021-07-29,2021-07-29
"966","negative",30.8,NA,NA,NA,NA,0,"domestique","dragon","dragon","chartreuse1","chartreuse1","North Dakota","North Dakota",0,0,FALSE,FALSE,155.204044316106,155.204044316106,20.2576209730469,20.2576209730469,59,59,29,29,"Diplomatic Towhee","Diplomatic Towhee","Libero curae sit cras","Libero curae sit cras",2022-02-14,2022-02-14
"967","negative",29.1,65,4,575,0.677036199095023,0,"gc","fish","fish","burlywood1","burlywood1","Nevada","Nevada",0,0,FALSE,FALSE,66.7471598112139,66.7471598112139,10.1538055022247,10.1538055022247,61,61,46,46,"Antinational Inchworm","Antinational Inchworm","Ut, quam vestibulum gravida","Ut, quam vestibulum gravida",2022-02-14,2022-02-14
"968","negative",36.3,NA,NA,NA,NA,1,"domestique","dragon","dragon","cadetblue2","cadetblue2","Oklahoma","Oklahoma",0,0,FALSE,FALSE,162.837211950438,162.837211950438,20.5242120916955,20.5242120916955,73,73,19,19,"Superserious Stonefly","Superserious Stonefly","Iaculis ac. Sed, eleifend",NA,2021-07-29,2021-07-29
"969","negative",45.4,63,2,311,0.235294117647059,0,"grimpeur","dragon","dragon","cadetblue3","cadetblue3","North Dakota","North Dakota",1,1,FALSE,FALSE,110.070133760056,NA,10.3611534249503,10.3611534249503,73,73,36,36,"Seismological Turnstone","Seismological Turnstone","Auctor cras vivamus himenaeos","Auctor cras vivamus himenaeos",2021-11-06,2021-11-06
"970","negative",35.6,139,2,1599,0.643665158371041,0,"domestique","fish","fish","cadetblue3","cadetblue3","Indiana","Indiana",0,0,TRUE,TRUE,113.097163976884,NA,20.4343846119009,20.4343846119009,71,71,41,41,"Petaline Shark","Petaline Shark","Torquent nec semper ac","Torquent nec semper ac",2021-07-29,2021-07-29
"971","negative",30.1,273,1,173,0.332579185520362,0,"domestique","raccoon","raccoon","burlywood1","burlywood1","South Carolina","South Carolina",1,1,FALSE,FALSE,147.737372222394,147.737372222394,30.8914962045383,30.8914962045383,71,71,2,2,"Semiparalyzed Tarantula","Semiparalyzed Tarantula","Faucibus fermentum. Mauris vehicula","Faucibus fermentum. Mauris vehicula",2021-11-06,NA
"972","negative",26.9,34,7,1126,0.760746606334842,0,"domestique","raccoon","raccoon","burlywood","burlywood","New Hampshire","New Hampshire",0,0,TRUE,TRUE,112.174909021307,112.174909021307,70.2455058074556,70.2455058074556,71,71,18,18,"Complementable Glassfrog","Complementable Glassfrog","Nec neque orci pharetra","Nec neque orci pharetra",2022-02-14,2022-02-14
"973","negative",44.6,71,2,296,0.205316742081448,1,"domestique","dragon","dragon","chartreuse1","chartreuse1","Georgia","Georgia",0,0,TRUE,TRUE,131.357824257118,131.357824257118,50.6725156798493,50.6725156798493,73,73,35,35,"Gleaming Fattaileddunnart","Gleaming Fattaileddunnart","Eget montes porttitor dignissim","Eget montes porttitor dignissim",2021-07-29,2021-07-29
"974","negative",33.2,84,4,611,0.729638009049774,1,"domestique","dragon","dragon","burlywood2","burlywood2","West Virginia","West Virginia",1,1,TRUE,TRUE,90.088514489259,90.088514489259,60.7563024966512,60.7563024966512,71,71,44,44,"Splendorous Shrew",NA,"Sed, metus ut pellentesque",NA,2021-11-06,2021-11-06
"975","negative",15.7,13,5,16823,0.78789592760181,1,"gc","fish","fish","chartreuse","chartreuse","Iowa","Iowa",1,1,TRUE,TRUE,56.7558617055844,56.7558617055844,50.185109316837,50.185109316837,53,53,42,42,"Illtempered Hartebeest","Illtempered Hartebeest","Justo sit suscipit eu","Justo sit suscipit eu",2021-04-20,2021-04-20
"976","negative",41,27,2,1856,0.396493212669683,0,"gc","fish","fish","burlywood3","burlywood3","Colorado","Colorado",1,1,TRUE,TRUE,138.712710285752,138.712710285752,50.3336965795606,50.3336965795606,73,73,13,13,"Joyful Aracari","Joyful Aracari","Congue est convallis sit","Congue est convallis sit",2022-02-14,2022-02-14
"977","negative",72.3,33,4,16520,0.803733031674208,0,"grimpeur","raccoon","raccoon","cadetblue1","cadetblue1","Kentucky","Kentucky",0,0,TRUE,TRUE,153.180976809418,153.180976809418,30.2029781315941,30.2029781315941,71,71,15,15,"Tyrannicidal Littlenightmonkeys","Tyrannicidal Littlenightmonkeys","Metus neque adipiscing in","Metus neque adipiscing in",2021-07-29,2021-07-29
"978","positive",26.6,41,6,905,0.762443438914027,1,"grimpeur","dragon","dragon","chartreuse","chartreuse","Oklahoma","Oklahoma",0,NA,TRUE,TRUE,133.356772577348,NA,20.6365088471211,20.6365088471211,73,73,41,41,"Tinned Schnauzer","Tinned Schnauzer","Et eget id aptent","Et eget id aptent",2021-07-29,2021-07-29
"979","negative",45.8,222,1,177,0.281108597285068,0,"domestique","raccoon","raccoon","cadetblue","cadetblue","New Jersey",NA,1,1,FALSE,FALSE,84.1045635439885,84.1045635439885,50.9598933430389,50.9598933430389,61,NA,9,9,"Unwitty Acornwoodpecker","Unwitty Acornwoodpecker","Imperdiet enim, ut erat","Imperdiet enim, ut erat",2021-11-06,2021-11-06
"980","negative",36.8,175,3,478,0.736425339366516,0,"grimpeur","raccoon","raccoon","cadetblue4","cadetblue4","Iowa","Iowa",0,0,TRUE,TRUE,159.924799011752,159.924799011752,60.119484937517,60.119484937517,67,67,24,24,"Carbonless Australiankestrel","Carbonless Australiankestrel","Sed in magna pulvinar","Sed in magna pulvinar",2022-02-14,2022-02-14
"981","negative",15.8,157,2,318,0.454185520361991,0,"sprinteurs","fish","fish","cadetblue","cadetblue","Wisconsin","Wisconsin",0,0,FALSE,FALSE,87.4278627679829,87.4278627679829,40.9070930036251,40.9070930036251,47,47,19,19,"Distasteful Doe","Distasteful Doe","Amet egestas suscipit hac",NA,2021-11-06,2021-11-06
